id,age,job,marital,education,balance,housing,contact,day,duration,pdays,poutcome
966,33,management,single,tertiary,3143,no,cellular,2015/2/26,421,-1,unknown
967,47,self-employed,married,secondary,0,no,unknown,2015/2/27,174,-1,unknown
968,35,blue-collar,married,secondary,6411,yes,cellular,2015/2/28,144,266,failure
969,33,management,single,tertiary,1909,no,cellular,2015/3/1,191,-1,unknown
970,55,blue-collar,married,primary,3873,no,telephone,2015/3/2,222,-1,unknown
971,58,self-employed,married,primary,1013,yes,cellular,2015/3/3,206,461,failure
972,44,admin.,married,secondary,262,yes,cellular,2015/3/4,74,-1,unknown
973,25,services,single,secondary,3217,yes,unknown,2015/3/5,24,-1,unknown
974,37,technician,single,secondary,5436,yes,cellular,2015/3/6,7,351,failure
975,41,blue-collar,married,primary,2067,yes,cellular,2015/1/23,493,-1,unknown
976,34,blue-collar,single,secondary,215,no,cellular,2015/1/24,350,-1,unknown
977,36,services,divorced,secondary,1594,no,unknown,2015/1/25,250,-1,unknown
978,44,self-employed,married,tertiary,134,no,cellular,2015/1/26,86,-1,unknown
979,34,entrepreneur,divorced,tertiary,262,no,cellular,2015/1/27,371,-1,unknown
980,56,blue-collar,divorced,primary,3021,no,unknown,2015/1/28,419,-1,unknown
981,43,management,divorced,tertiary,388,yes,unknown,2015/1/29,2087,-1,unknown
982,28,blue-collar,single,secondary,3412,yes,cellular,2015/1/30,22,-1,unknown
983,54,blue-collar,married,secondary,1291,yes,unknown,2015/1/31,266,-1,unknown
984,37,technician,divorced,secondary,79,no,cellular,2015/2/1,191,-1,unknown
985,59,self-employed,married,tertiary,2013,no,cellular,2015/2/2,222,94,success
986,58,blue-collar,divorced,secondary,543,no,telephone,2015/2/3,264,-1,unknown
987,56,management,divorced,tertiary,1016,yes,unknown,2015/2/4,184,-1,unknown
988,32,blue-collar,single,secondary,604,no,cellular,2015/2/5,95,-1,unknown
989,42,management,single,tertiary,525,no,cellular,2015/2/6,127,-1,unknown
990,52,retired,divorced,primary,353,no,cellular,2015/2/7,395,-1,unknown
991,46,management,married,tertiary,964,yes,cellular,2015/2/8,174,-1,unknown
992,37,admin.,married,tertiary,3913,yes,cellular,2015/2/9,124,-1,unknown
993,39,blue-collar,married,primary,879,yes,unknown,2015/2/10,102,-1,unknown
994,31,admin.,married,secondary,314,yes,cellular,2015/2/11,279,-1,unknown
995,59,housemaid,married,primary,0,no,cellular,2015/2/12,76,-1,unknown
996,38,blue-collar,married,secondary,1370,yes,cellular,2015/2/13,472,-1,unknown
997,58,management,married,secondary,37,no,cellular,2015/2/14,84,-1,unknown
998,34,management,single,tertiary,673,yes,cellular,2015/2/15,271,184,failure
999,40,services,married,secondary,-342,yes,unknown,2015/2/16,754,-1,unknown
1000,20,student,single,secondary,291,no,telephone,2015/2/17,172,371,failure
1001,34,technician,married,secondary,209,yes,cellular,2015/2/18,375,-1,unknown
1002,31,technician,single,tertiary,438,yes,cellular,2015/2/19,130,-1,unknown
1003,39,admin.,single,secondary,1242,yes,unknown,2015/2/20,303,-1,unknown
1004,34,entrepreneur,married,tertiary,355,yes,unknown,2015/2/21,261,-1,unknown
1005,24,blue-collar,married,secondary,204,yes,cellular,2015/2/22,229,-1,unknown
1006,41,management,married,tertiary,10758,yes,cellular,2015/2/23,288,-1,unknown
1007,40,management,married,tertiary,5,yes,cellular,2015/2/24,219,-1,unknown
1008,45,technician,single,secondary,410,yes,unknown,2015/2/25,891,-1,unknown
1009,36,management,married,tertiary,605,yes,unknown,2015/2/26,204,-1,unknown
1010,53,management,married,tertiary,4,no,unknown,2015/2/27,19,-1,unknown
1011,23,student,single,secondary,8494,no,cellular,2015/2/28,158,-1,unknown
1012,42,entrepreneur,married,primary,198,yes,unknown,2015/3/1,314,-1,unknown
1013,48,blue-collar,married,secondary,841,yes,unknown,2015/3/2,215,-1,unknown
1014,34,management,married,tertiary,8,no,cellular,2015/3/3,169,-1,unknown
1015,36,admin.,married,secondary,470,yes,cellular,2015/3/4,101,-1,unknown
1016,43,retired,married,secondary,520,yes,unknown,2015/1/23,15,-1,unknown
1017,36,blue-collar,married,secondary,439,yes,unknown,2015/1/24,260,-1,unknown
1018,49,blue-collar,married,secondary,-454,yes,cellular,2015/1/25,558,-1,unknown
1019,55,retired,married,secondary,466,no,unknown,2015/1/26,287,-1,unknown
1020,53,retired,married,secondary,665,yes,cellular,2015/1/27,371,-1,unknown
1021,42,technician,married,secondary,994,yes,cellular,2015/1/28,149,78,failure
1022,45,admin.,married,secondary,5346,yes,unknown,2015/1/29,187,-1,unknown
1023,31,blue-collar,married,secondary,1243,yes,unknown,2015/1/30,32,-1,unknown
1024,32,admin.,married,tertiary,0,yes,unknown,2015/1/31,138,-1,unknown
1025,36,blue-collar,married,secondary,2357,yes,unknown,2015/2/1,228,-1,unknown
1026,56,retired,married,secondary,1044,no,telephone,2015/2/2,353,-1,unknown
1027,46,admin.,married,secondary,1069,yes,unknown,2015/2/3,45,-1,unknown
1028,41,housemaid,single,secondary,231,no,cellular,2015/2/4,76,-1,unknown
1029,31,admin.,married,secondary,0,yes,unknown,2015/2/5,144,-1,unknown
1030,32,technician,married,secondary,266,yes,cellular,2015/2/6,168,-1,unknown
1031,38,management,married,tertiary,-70,yes,cellular,2015/2/7,140,2,other
1032,49,retired,single,primary,25824,no,unknown,2015/2/8,94,-1,unknown
1033,46,management,single,primary,538,no,unknown,2015/2/9,118,-1,unknown
1034,29,technician,single,secondary,534,yes,cellular,2015/2/10,382,-1,unknown
1035,36,admin.,married,unknown,2323,no,cellular,2015/2/11,111,-1,unknown
1036,38,admin.,married,secondary,1852,yes,cellular,2015/2/12,298,-1,unknown
1037,53,technician,married,secondary,2647,yes,unknown,2015/2/13,121,-1,unknown
1038,43,management,married,tertiary,2767,yes,unknown,2015/2/14,317,-1,unknown
1039,41,management,married,tertiary,176,yes,unknown,2015/2/15,42,-1,unknown
1040,42,management,single,secondary,9720,no,cellular,2015/2/16,81,-1,unknown
1041,55,blue-collar,divorced,secondary,1613,yes,cellular,2015/2/17,296,270,failure
1042,39,admin.,divorced,secondary,2903,yes,telephone,2015/2/18,259,-1,unknown
1043,30,admin.,single,secondary,81,yes,cellular,2015/2/19,121,112,other
1044,41,blue-collar,married,secondary,780,yes,cellular,2015/2/20,432,-1,unknown
1045,44,unemployed,married,tertiary,178,no,cellular,2015/2/21,126,-1,unknown
1046,58,management,married,tertiary,299,no,cellular,2015/2/22,120,-1,unknown
1047,35,retired,married,primary,285,yes,cellular,2015/2/23,136,-1,unknown
1048,27,blue-collar,married,secondary,872,yes,cellular,2015/2/24,1130,-1,unknown
1049,34,services,married,secondary,1337,no,cellular,2015/2/25,330,127,success
1050,25,services,married,secondary,72,yes,cellular,2015/2/26,305,-1,unknown
1051,36,blue-collar,married,secondary,0,no,unknown,2015/2/27,332,-1,unknown
1052,38,blue-collar,married,secondary,-388,yes,unknown,2015/2/28,412,-1,unknown
1053,30,admin.,married,secondary,11,yes,cellular,2015/3/1,157,-1,unknown
1054,47,blue-collar,divorced,secondary,-535,yes,cellular,2015/3/2,71,-1,unknown
1055,41,services,divorced,secondary,787,yes,cellular,2015/3/3,297,-1,unknown
1056,36,management,single,tertiary,3343,no,cellular,2015/3/4,307,-1,unknown
1057,63,entrepreneur,married,secondary,3904,no,telephone,2015/1/23,250,187,success
1058,23,management,single,tertiary,736,yes,cellular,2015/1/24,119,-1,unknown
1059,32,management,married,tertiary,1390,no,cellular,2015/1/25,116,-1,unknown
1060,57,retired,married,primary,808,no,telephone,2015/1/26,274,-1,unknown
1061,48,management,married,tertiary,1147,no,cellular,2015/1/27,389,64,success
1062,49,services,married,secondary,1122,no,cellular,2015/1/28,143,-1,unknown
1063,50,technician,married,secondary,-568,yes,unknown,2015/1/29,860,-1,unknown
1064,33,blue-collar,married,primary,1165,yes,unknown,2015/1/30,420,-1,unknown
1065,53,services,divorced,secondary,-905,yes,unknown,2015/1/31,213,-1,unknown
1066,30,unemployed,married,tertiary,0,yes,cellular,2015/2/1,756,-1,unknown
1067,38,technician,married,secondary,740,no,cellular,2015/2/2,259,-1,unknown
1068,44,management,married,secondary,8262,yes,cellular,2015/2/3,201,-1,unknown
1069,39,admin.,single,secondary,14,yes,unknown,2015/2/4,19,-1,unknown
1070,45,technician,single,unknown,7108,yes,cellular,2015/2/5,53,172,failure
1071,36,blue-collar,married,secondary,1049,yes,cellular,2015/2/6,224,-1,unknown
1072,38,blue-collar,married,secondary,0,yes,cellular,2015/2/7,57,349,other
1073,36,housemaid,married,secondary,419,yes,unknown,2015/2/8,251,-1,unknown
1074,30,management,single,tertiary,726,yes,cellular,2015/2/9,39,342,failure
1075,28,technician,divorced,tertiary,594,yes,unknown,2015/2/10,54,-1,unknown
1076,26,unemployed,married,tertiary,454,yes,unknown,2015/2/11,28,-1,unknown
1077,54,unknown,married,secondary,2206,no,cellular,2015/2/12,104,99,other
1078,38,admin.,married,tertiary,1988,no,cellular,2015/2/13,164,130,failure
1079,32,technician,single,tertiary,0,no,cellular,2015/2/14,268,-1,unknown
1080,50,admin.,divorced,secondary,202,no,cellular,2015/2/15,148,-1,unknown
1081,43,blue-collar,married,secondary,667,yes,unknown,2015/2/16,228,-1,unknown
1082,48,admin.,married,secondary,112,no,cellular,2015/2/17,139,-1,unknown
1083,57,housemaid,married,primary,50,no,cellular,2015/1/23,89,-1,unknown
1084,64,housemaid,married,primary,768,no,cellular,2015/1/24,250,182,success
1085,26,services,divorced,secondary,74,yes,unknown,2015/1/25,106,-1,unknown
1086,33,blue-collar,married,secondary,661,yes,cellular,2015/1/26,968,-1,unknown
1087,50,self-employed,married,secondary,3025,no,cellular,2015/1/27,168,-1,unknown
1088,47,self-employed,married,tertiary,751,no,cellular,2015/1/28,408,-1,unknown
1089,39,management,single,tertiary,416,no,cellular,2015/1/29,56,-1,unknown
1090,52,services,married,primary,14,no,cellular,2015/1/30,55,-1,unknown
1091,31,blue-collar,single,primary,-502,yes,unknown,2015/1/31,76,-1,unknown
1092,50,blue-collar,married,primary,0,no,cellular,2015/2/1,72,-1,unknown
1093,47,technician,married,secondary,599,yes,cellular,2015/2/2,99,-1,unknown
1094,30,management,single,tertiary,-218,yes,cellular,2015/2/3,13,-1,unknown
1095,32,technician,single,tertiary,1012,no,cellular,2015/2/4,178,-1,unknown
1096,36,technician,married,secondary,300,no,unknown,2015/2/5,287,-1,unknown
1097,46,technician,married,tertiary,217,yes,cellular,2015/2/6,141,346,other
1098,45,management,divorced,tertiary,2096,no,cellular,2015/2/7,127,100,failure
1099,37,technician,single,secondary,0,no,cellular,2015/2/8,69,-1,unknown
1100,58,housemaid,married,primary,5278,yes,unknown,2015/2/9,763,-1,unknown
1101,59,management,married,tertiary,1831,no,cellular,2015/2/10,122,92,failure
1102,28,management,married,tertiary,1480,yes,cellular,2015/2/11,143,-1,unknown
1103,48,management,married,tertiary,7289,yes,cellular,2015/2/12,316,-1,unknown
1104,55,blue-collar,married,unknown,1665,no,telephone,2015/2/13,89,-1,unknown
1105,37,blue-collar,single,primary,851,yes,cellular,2015/2/14,151,352,failure
1106,41,management,married,tertiary,2885,no,cellular,2015/2/15,40,-1,unknown
1107,35,blue-collar,married,secondary,137,no,unknown,2015/2/16,5,808,failure
1108,34,blue-collar,single,secondary,1239,yes,cellular,2015/2/17,90,-1,unknown
1109,43,management,single,tertiary,146,no,cellular,2015/2/18,50,113,other
1110,59,technician,married,secondary,1,no,cellular,2015/2/19,159,378,failure
1111,50,blue-collar,divorced,primary,-10,no,cellular,2015/2/20,369,-1,unknown
1112,37,technician,married,secondary,480,no,cellular,2015/2/21,344,182,other
1113,35,technician,married,secondary,2789,yes,cellular,2015/2/22,256,94,failure
1114,50,technician,single,secondary,3897,no,cellular,2015/2/23,298,-1,unknown
1115,36,technician,divorced,secondary,487,no,cellular,2015/2/24,268,-1,unknown
1116,41,admin.,married,secondary,5110,yes,cellular,2015/2/25,231,-1,unknown
1117,28,management,married,tertiary,318,yes,unknown,2015/2/26,4,-1,unknown
1118,42,technician,single,tertiary,-411,yes,cellular,2015/2/27,78,292,failure
1119,60,retired,married,secondary,4820,no,unknown,2015/1/23,419,-1,unknown
1120,28,management,single,tertiary,4937,yes,telephone,2015/1/24,421,-1,unknown
1121,48,entrepreneur,married,secondary,725,no,cellular,2015/1/25,105,-1,unknown
1122,51,entrepreneur,married,tertiary,5403,no,unknown,2015/1/26,42,-1,unknown
1123,32,technician,married,tertiary,4089,no,cellular,2015/1/27,114,287,failure
1124,35,technician,married,tertiary,188,no,cellular,2015/1/28,286,-1,unknown
1125,37,technician,married,unknown,189,no,cellular,2015/1/29,238,107,success
1126,38,blue-collar,divorced,secondary,2998,yes,unknown,2015/1/30,91,-1,unknown
1127,77,retired,married,secondary,610,no,cellular,2015/1/31,766,-1,unknown
1128,32,management,single,unknown,787,no,cellular,2015/2/1,92,-1,unknown
1129,43,technician,divorced,secondary,167,no,cellular,2015/2/2,211,-1,unknown
1130,36,management,single,tertiary,243,yes,cellular,2015/2/3,160,360,failure
1131,29,management,married,tertiary,877,no,cellular,2015/2/4,166,-1,unknown
1132,32,admin.,single,secondary,2817,yes,cellular,2015/2/5,195,-1,unknown
1133,41,management,divorced,tertiary,4567,yes,cellular,2015/2/6,106,-1,unknown
1134,26,services,single,secondary,127,yes,cellular,2015/2/7,85,-1,unknown
1135,34,blue-collar,married,primary,176,no,cellular,2015/2/8,78,-1,unknown
1136,57,retired,married,tertiary,0,yes,unknown,2015/2/9,648,-1,unknown
1137,36,services,single,secondary,1482,yes,cellular,2015/2/10,177,174,other
1138,42,blue-collar,married,secondary,3052,yes,unknown,2015/2/11,32,-1,unknown
1139,35,technician,divorced,secondary,56,no,cellular,2015/2/12,24,-1,unknown
1140,52,entrepreneur,divorced,primary,278,yes,unknown,2015/2/13,688,-1,unknown
1141,36,management,single,tertiary,3875,yes,unknown,2015/2/14,21,-1,unknown
1142,46,technician,married,secondary,-337,yes,unknown,2015/2/15,112,-1,unknown
1143,60,management,divorced,tertiary,366,no,cellular,2015/2/16,593,-1,unknown
1144,57,housemaid,married,primary,501,yes,cellular,2015/2/17,59,-1,unknown
1145,48,management,married,tertiary,998,yes,cellular,2015/2/18,121,-1,unknown
1146,59,self-employed,married,primary,0,yes,telephone,2015/2/19,97,-1,unknown
1147,39,management,married,tertiary,246,no,cellular,2015/2/20,86,-1,unknown
1148,44,blue-collar,married,secondary,-182,yes,cellular,2015/2/21,10,-1,unknown
1149,27,management,single,tertiary,446,no,cellular,2015/2/22,205,-1,unknown
1150,59,retired,married,secondary,1173,no,unknown,2015/2/23,77,-1,unknown
1151,36,technician,divorced,secondary,5957,yes,cellular,2015/1/23,138,-1,unknown
1152,44,admin.,married,secondary,205,no,cellular,2015/1/24,289,-1,unknown
1153,50,admin.,married,secondary,0,no,cellular,2015/1/25,86,-1,unknown
1154,41,management,divorced,tertiary,369,yes,telephone,2015/1/26,9,-1,unknown
1155,47,admin.,married,secondary,1934,no,cellular,2015/1/27,225,364,failure
1156,32,technician,single,tertiary,259,no,cellular,2015/1/28,407,-1,unknown
1157,38,blue-collar,married,secondary,284,yes,unknown,2015/1/29,1030,-1,unknown
1158,55,blue-collar,married,unknown,23,no,cellular,2015/1/30,123,-1,unknown
1159,38,management,single,tertiary,1373,no,cellular,2015/1/31,119,-1,unknown
1160,31,management,single,tertiary,62,yes,cellular,2015/2/1,175,293,failure
1161,38,blue-collar,divorced,secondary,157,no,unknown,2015/2/2,299,-1,unknown
1162,29,unemployed,single,tertiary,991,no,cellular,2015/2/3,563,-1,unknown
1163,55,services,married,secondary,186,yes,unknown,2015/2/4,241,-1,unknown
1164,35,unemployed,married,secondary,977,yes,cellular,2015/2/5,52,91,other
1165,40,self-employed,single,tertiary,2893,no,cellular,2015/2/6,76,-1,unknown
1166,34,blue-collar,married,secondary,1897,yes,cellular,2015/2/7,441,-1,unknown
1167,32,technician,single,tertiary,5514,no,cellular,2015/2/8,319,182,success
1168,33,blue-collar,married,secondary,889,yes,unknown,2015/2/9,13,373,success
1169,33,management,married,tertiary,273,yes,unknown,2015/2/10,803,-1,unknown
1170,37,admin.,married,secondary,1193,no,cellular,2015/2/11,396,-1,unknown
1171,58,management,married,tertiary,2729,no,unknown,2015/2/12,188,-1,unknown
1172,36,admin.,single,secondary,0,no,cellular,2015/2/13,637,-1,unknown
1173,42,blue-collar,married,secondary,230,yes,unknown,2015/2/14,175,-1,unknown
1174,34,technician,single,secondary,2729,yes,cellular,2015/2/15,945,139,success
1175,35,management,married,tertiary,317,yes,unknown,2015/2/16,162,-1,unknown
1176,60,housemaid,married,primary,517,no,unknown,2015/2/17,1178,-1,unknown
1177,50,management,married,tertiary,-470,yes,cellular,2015/2/18,506,170,failure
1178,28,self-employed,single,tertiary,4579,no,cellular,2015/2/19,409,-1,unknown
1179,27,blue-collar,divorced,secondary,1,yes,cellular,2015/2/20,116,-1,unknown
1180,37,management,married,tertiary,5106,no,cellular,2015/2/21,244,-1,unknown
1181,31,technician,married,tertiary,636,yes,cellular,2015/2/22,352,-1,unknown
1182,34,services,married,secondary,1076,no,cellular,2015/2/23,152,182,success
1183,38,management,married,tertiary,126,yes,unknown,2015/2/24,164,-1,unknown
1184,32,self-employed,married,secondary,-33,yes,unknown,2015/2/25,234,-1,unknown
1185,37,technician,married,secondary,430,no,cellular,2015/2/26,154,-1,unknown
1186,33,admin.,married,secondary,-6,yes,unknown,2015/2/27,566,-1,unknown
1187,71,technician,married,tertiary,383,no,cellular,2015/2/28,327,183,success
1188,27,technician,married,secondary,130,yes,cellular,2015/3/1,265,-1,unknown
1189,38,blue-collar,married,primary,2569,no,unknown,2015/3/2,172,-1,unknown
